"spkid","neo","pha","full_name","diameter","class","H","G","albedo","BV","UB","e","a","q","i","per_y","moid","ad","first_obs"
54399081,Y,N,"       (2023 UJ7)",,AMO,23.24,,,,,0.5465,2.389,1.083,5.50,3.69,0.0937,3.69,2023-10-17
54399082,Y,N,"       (2023 UN7)",,APO,24.08,,,,,0.2975,1.417,0.995,24.11,1.69,0.0385,1.84,2023-10-23
54399083,Y,N,"       (2023 UO7)",,APO,28.29,,,,,0.5530,1.741,0.778,0.84,2.3,0.000527,2.70,2023-10-22
54399084,Y,N,"       (2023 UP7)",,AMO,19.00,,,,,0.5656,2.665,1.157,25.23,4.35,0.353,4.17,2023-10-16
54399085,Y,N,"       (2023 UQ7)",,APO,25.18,,,,,0.5720,2.374,1.016,4.54,3.66,0.0272,3.73,2023-10-22
54399087,Y,N,"       (2023 UR7)",,APO,26.49,,,,,0.4613,1.827,0.984,0.52,2.47,0.00713,2.67,2023-10-20
54399088,Y,N,"       (2023 US7)",,AMO,22.66,,,,,0.3369,1.789,1.186,7.46,2.39,0.243,2.39,2023-10-18
54399089,Y,N,"       (2023 UT7)",,AMO,23.41,,,,,0.4054,2.168,1.289,3.29,3.19,0.288,3.05,2023-10-19
54399090,Y,N,"       (2023 US8)",,AMO,23.56,,,,,0.4625,2.268,1.219,6.44,3.42,0.244,3.32,2023-10-17
54399091,Y,N,"       (2023 UT8)",,APO,27.41,,,,,0.4006,1.683,1.009,4.85,2.18,0.0258,2.36,2023-10-23
54399487,Y,N,"       (2023 UY8)",,APO,25.96,,,,,0.5951,2.405,0.974,2.86,3.73,0.0121,3.84,2023-10-22
54399488,Y,N,"       (2023 UZ8)",,APO,26.79,,,,,0.2998,1.404,0.983,2.97,1.66,0.0227,1.83,2023-10-22
54399489,Y,N,"       (2023 UA9)",,APO,24.93,,,,,0.1294,1.108,0.964,4.51,1.17,0.025,1.25,2023-10-22
54399492,Y,N,"       (2023 UH9)",,APO,30.81,,,,,0.3321,1.31,0.875,4.06,1.5,0.000103,1.75,2023-10-20
54399491,Y,N,"       (2023 UJ9)",,APO,27.71,,,,,0.5575,1.798,0.796,6.88,2.41,0.0046,2.80,2023-10-20
54399992,Y,N,"       (2023 UL9)",,APO,25.79,,,,,0.3724,1.17,0.734,15.88,1.27,0.0118,1.61,2023-10-23
54399993,Y,N,"       (2023 UM9)",,APO,22.85,,,,,0.2824,1.28,0.918,19.06,1.45,0.0261,1.64,2023-10-22
54399995,Y,N,"       (2023 UN9)",,ATE,20.67,,,,,0.1731,0.9771,0.808,18.28,0.966,0.151,1.15,2023-10-21
54399994,Y,N,"       (2023 UO9)",,ATE,22.51,,,,,0.2102,0.8498,0.671,4.29,0.783,0.054,1.03,2023-10-22
54400050,Y,N,"       (2023 US9)",,APO,23.39,,,,,0.3267,1.286,0.866,5.97,1.46,0.0272,1.71,2023-10-25
54401953,Y,N,"       (2023 UD10)",,AMO,25.63,,,,,0.2044,1.343,1.069,3.87,1.56,0.0871,1.62,2023-10-17
54401952,Y,N,"       (2023 UE10)",,APO,24.91,,,,,0.4447,1.399,0.777,2.52,1.66,0.0421,2.02,2023-10-17
54401954,Y,N,"       (2023 UF10)",,AMO,23.85,,,,,0.2301,1.485,1.144,6.31,1.81,0.177,1.83,2023-10-18
54401956,Y,N,"       (2023 UG10)",,APO,20.55,,,,,0.3572,1.482,0.952,18.76,1.8,0.0622,2.01,2023-10-05
54401957,Y,N,"       (2023 UH10)",,APO,22.99,,,,,0.7409,2.446,0.634,4.08,3.83,0.000114,4.26,2023-10-10
54401959,Y,N,"       (2023 UJ10)",,AMO,21.83,,,,,0.2245,1.442,1.118,20.87,1.73,0.194,1.77,2023-10-06
54402003,Y,N,"       (2023 UL10)",,APO,24.81,,,,,0.2972,1.247,0.876,17.76,1.39,0.088,1.62,2023-10-22
54402004,Y,N,"       (2023 UM10)",,APO,27.87,,,,,0.4212,1.559,0.902,5.50,1.95,0.00115,2.22,2023-10-22
54402005,Y,N,"       (2023 UN10)",,APO,24.23,,,,,0.3897,1.439,0.878,2.66,1.73,0.00925,2.00,2023-10-30
54402007,Y,N,"       (2023 UQ10)",,APO,27.31,,,,,0.3445,1.438,0.943,4.49,1.72,0.00459,1.93,2023-10-22
54402008,Y,N,"       (2023 UR10)",,APO,29.96,,,,,0.3734,1.474,0.924,9.38,1.79,3.42e-05,2.02,2023-10-21
54402009,Y,N,"       (2023 US10)",,AMO,22.76,,,,,0.4840,2.464,1.271,11.04,3.87,0.334,3.66,2023-10-14
54402010,Y,N,"       (2023 UT10)",,AMO,20.13,,,,,0.5566,2.758,1.223,10.03,4.58,0.28,4.29,2023-10-23
54402049,Y,N,"       (2023 UU10)",,APO,19.82,,,,,0.8420,2.326,0.368,13.09,3.55,0.199,4.28,2023-10-20
54402136,Y,N,"       (2023 UC11)",,AMO,21.70,,,,,0.6010,2.605,1.039,26.83,4.2,0.0695,4.17,2023-10-19
54402978,Y,N,"       (2023 UH13)",,APO,25.90,,,,,0.3946,1.654,1.001,27.10,2.13,0.0337,2.31,2023-10-23
54403395,Y,N,"       (2023 UF14)",,AMO,18.95,,,,,0.5777,2.771,1.170,40.71,4.61,0.204,4.37,2023-10-31
54403396,Y,N,"       (2023 UH14)",,AMO,20.51,,,,,0.5052,2.366,1.171,3.50,3.64,0.187,3.56,2023-10-05
54406289,Y,N,"       (2023 UX27)",,APO,25.91,,,,,0.6448,2.828,1.004,2.72,4.75,0.00182,4.65,2023-10-17
54402051,Y,N,"       (2023 VA)",,APO,28.59,,,,,0.4337,1.521,0.861,2.98,1.88,0.000109,2.18,2023-11-01
54402069,Y,N,"       (2023 VB)",,APO,25.17,,,,,0.6070,2.398,0.942,8.81,3.71,0.00473,3.85,2023-11-01
54402134,Y,N,"       (2023 VC)",,APO,25.52,,,,,0.6071,2.434,0.957,0.79,3.8,0.0048,3.91,2023-11-01
54402135,Y,N,"       (2023 VD)",,AMO,23.91,,,,,0.2338,1.413,1.082,21.16,1.68,0.0913,1.74,2023-11-01
54402137,Y,N,"       (2023 VE)",,APO,27.53,,,,,0.5285,1.825,0.861,7.13,2.47,0.00693,2.79,2023-10-31
54402138,Y,N,"       (2023 VF)",,APO,23.44,,,,,0.4367,1.167,0.657,15.76,1.26,0.0479,1.68,2023-10-22
54402139,Y,N,"       (2023 VG)",,APO,28.28,,,,,0.2439,1.126,0.851,6.63,1.19,8.21e-05,1.40,2023-11-03
54402140,Y,N,"       (2023 VH)",,APO,22.74,,,,,0.1061,1.1,0.983,27.83,1.15,0.0795,1.22,2023-11-01
54402142,Y,N,"       (2023 VJ)",,APO,25.49,,,,,0.2370,1.153,0.879,29.46,1.24,0.0236,1.43,2023-10-30
54402141,Y,N,"       (2023 VK)",,APO,25.77,,,,,0.4227,1.565,0.903,17.80,1.96,0.0253,2.23,2023-11-02
54402361,Y,N,"       (2023 VL)",,APO,24.26,,,,,0.3944,1.509,0.914,6.31,1.85,0.0163,2.10,2023-11-02
54402362,Y,N,"       (2023 VM)",,APO,23.88,,,,,0.7374,2.496,0.655,3.35,3.94,0.0381,4.34,2023-11-02
54402363,Y,N,"       (2023 VN)",,APO,25.02,,,,,0.5584,2.261,0.998,2.73,3.4,0.00341,3.52,2023-11-01
54402364,Y,N,"       (2023 VO)",,APO,23.57,,,,,0.8079,2.77,0.532,4.42,4.61,0.0472,5.01,2023-11-02
54402365,Y,N,"       (2023 VP)",,APO,24.55,,,,,0.5684,2.049,0.884,2.42,2.93,0.0156,3.21,2023-11-02
54402366,Y,N,"       (2023 VQ)",,APO,26.34,,,,,0.5986,2.438,0.978,12.05,3.81,0.0275,3.90,2023-11-03
54402367,Y,N,"       (2023 VR)",,APO,27.74,,,,,0.5059,1.692,0.836,2.05,2.2,0.0015,2.55,2023-11-03
54402369,Y,N,"       (2023 VS)",,APO,29.84,,,,,0.1225,1.032,0.906,0.72,1.05,0.00171,1.16,2023-11-03
54402368,Y,N,"       (2023 VT)",,APO,26.32,,,,,0.3836,1.469,0.906,3.16,1.78,0.00755,2.03,2023-11-03
54402370,Y,N,"       (2023 VU)",,APO,26.24,,,,,0.3849,1.461,0.899,21.41,1.77,0.00532,2.02,2023-11-04
54402371,Y,N,"       (2023 VV)",,APO,23.48,,,,,0.2723,1.066,0.775,5.49,1.1,0.0207,1.36,2023-11-01
54402372,Y,N,"       (2023 VW)",,APO,27.99,,,,,0.2766,1.132,0.819,5.32,1.2,0.000854,1.45,2023-11-03
54402373,Y,N,"       (2023 VX)",,APO,24.17,,,,,0.6077,2.265,0.889,4.77,3.41,0.0402,3.64,2023-11-03
54402374,Y,N,"       (2023 VY)",,APO,25.27,,,,,0.4848,1.812,0.934,4.47,2.44,0.0112,2.69,2023-11-03
54402453,Y,N,"       (2023 VZ)",,APO,26.86,,,,,0.6554,1.868,0.644,7.43,2.55,0.00594,3.09,2023-11-03
54402454,Y,N,"       (2023 VA1)",,APO,25.08,,,,,0.6396,2.246,0.809,1.76,3.37,0.0179,3.68,2023-11-03
54402455,Y,N,"       (2023 VB1)",,APO,25.69,,,,,0.3593,1.563,1.001,6.50,1.95,0.0305,2.12,2023-11-03
54402456,Y,N,"       (2023 VC1)",,ATE,26.36,,,,,0.1365,0.9081,0.784,5.42,0.865,0.0183,1.03,2023-11-03
54402457,Y,N,"       (2023 VD1)",,APO,25.11,,,,,0.4850,1.801,0.927,0.43,2.42,0.00242,2.67,2023-11-03
54402458,Y,N,"       (2023 VE1)",,APO,30.22,,,,,0.1711,1.141,0.946,0.89,1.22,0.000344,1.34,2023-11-04
54402459,Y,Y,"       (2023 VF1)",,APO,19.58,,,,,0.8561,2.06,0.296,5.07,2.96,0.0039,3.82,2023-11-02
54402460,Y,N,"       (2023 VG1)",,APO,27.20,,,,,0.5901,2.29,0.938,0.71,3.47,0.00524,3.64,2023-11-03
54402461,Y,N,"       (2023 VH1)",,ATE,23.22,,,,,0.2380,0.865,0.659,30.88,0.804,0.0259,1.07,2023-11-04
54402463,Y,N,"       (2023 VJ1)",,AMO,25.24,,,,,0.3354,1.567,1.042,13.39,1.96,0.0492,2.09,2023-11-03
54402464,Y,N,"       (2023 VK1)",,APO,25.64,,,,,0.5911,2.405,0.983,6.23,3.73,0.00107,3.83,2023-11-02
54402462,Y,N,"       (2023 VL1)",,APO,26.19,,,,,0.2268,1.313,1.015,26.83,1.5,0.0295,1.61,2023-11-04
54402465,Y,N,"       (2023 VM1)",,APO,24.62,,,,,0.4795,1.719,0.895,2.29,2.25,0.00238,2.54,2023-11-04
54402466,Y,N,"       (2023 VN1)",,APO,27.13,,,,,0.2224,1.243,0.966,11.68,1.39,0.037,1.52,2023-11-04
54402467,Y,N,"       (2023 VO1)",,APO,29.56,,,,,0.5229,1.409,0.672,5.41,1.67,0.000398,2.15,2023-11-05
54402468,Y,N,"       (2023 VP1)",,AMO,23.69,,,,,0.3570,1.663,1.069,26.10,2.14,0.0759,2.26,2023-11-03
54402469,Y,N,"       (2023 VQ1)",,AMO,22.24,,,,,0.5654,2.468,1.073,28.77,3.88,0.226,3.86,2023-11-03
54402472,Y,N,"       (2023 VR1)",,APO,25.83,,,,,0.3113,1.038,0.715,2.71,1.06,0.00501,1.36,2023-11-04
54402471,Y,N,"       (2023 VS1)",,APO,24.98,,,,,0.2371,1.328,1.013,29.58,1.53,0.0213,1.64,2023-11-03
54402470,Y,N,"       (2023 VT1)",,APO,24.95,,,,,0.4680,1.876,0.998,1.76,2.57,0.0326,2.75,2023-11-04
54402473,Y,N,"       (2023 VU1)",,AMO,22.67,,,,,0.5259,2.529,1.199,3.62,4.02,0.22,3.86,2023-11-04
54402636,Y,N,"       (2023 VV1)",,APO,28.93,,,,,0.2069,1.222,0.969,0.30,1.35,0.000198,1.47,2023-11-05
54402638,Y,N,"       (2023 VW1)",,ATE,24.68,,,,,0.4146,0.7052,0.413,25.99,0.592,0.00502,1.00,2023-11-05
54402637,Y,N,"       (2023 VX1)",,APO,25.46,,,,,0.5478,1.437,0.650,19.92,1.72,0.0188,2.22,2023-11-05
54402639,Y,N,"       (2023 VY1)",,APO,25.04,,,,,0.4862,1.966,1.010,2.41,2.76,0.0215,2.92,2023-11-05
54402640,Y,N,"       (2023 VZ1)",,APO,27.85,,,,,0.1515,1.174,0.996,1.64,1.27,0.00683,1.35,2023-11-04
54402643,Y,N,"       (2023 VB2)",,APO,28.24,,,,,0.6522,2.023,0.703,5.02,2.88,0.000287,3.34,2023-11-05
54402642,Y,N,"       (2023 VC2)",,ATE,26.96,,,,,0.2838,0.7823,0.560,0.55,0.692,0.00899,1.00,2023-11-05
54402646,Y,N,"       (2023 VD2)",,APO,30.08,,,,,0.4823,1.871,0.969,0.73,2.56,0.000359,2.77,2023-11-06
54402645,Y,N,"       (2023 VE2)",,APO,27.88,,,,,0.2965,1.353,0.952,4.69,1.57,0.0149,1.75,2023-11-05
54402644,Y,N,"       (2023 VF2)",,APO,27.15,,,,,0.5730,2.269,0.969,3.11,3.42,0.0138,3.57,2023-11-05
54402648,Y,N,"       (2023 VH2)",,AMO,25.46,,,,,0.2530,1.372,1.025,25.64,1.61,0.0435,1.72,2023-11-03
54402649,Y,N,"       (2023 VJ2)",,ATE,25.63,,,,,0.3333,0.8014,0.534,12.31,0.717,0.0523,1.07,2023-11-05
54402650,Y,N,"       (2023 VK2)",,APO,24.17,,,,,0.0678,1.054,0.982,28.98,1.08,0.00083,1.13,2023-11-05
54402651,Y,N,"       (2023 VL2)",,APO,28.21,,,,,0.2223,1.137,0.884,2.39,1.21,0.00155,1.39,2023-11-05
54402652,Y,N,"       (2023 VM2)",,AMO,24.61,,,,,0.3497,1.566,1.019,13.92,1.96,0.107,2.11,2023-10-23
54402653,Y,N,"       (2023 VN2)",,APO,26.61,,,,,0.1501,1.061,0.901,9.12,1.09,0.0212,1.22,2023-11-05
54402654,Y,N,"       (2023 VO2)",,APO,26.62,,,,,0.3803,1.319,0.818,21.14,1.52,0.0243,1.82,2023-11-04
54402970,Y,N,"       (2023 VQ2)",,APO,26.42,,,,,0.5443,2.13,0.971,4.47,3.11,0.00851,3.29,2023-11-03
54402971,Y,N,"       (2023 VR2)",,APO,25.35,,,,,0.6227,2.681,1.011,3.63,4.39,0.0177,4.35,2023-11-05
54402972,Y,N,"       (2023 VS2)",,APO,23.74,,,,,0.2660,1.328,0.975,20.23,1.53,0.0633,1.68,2023-11-05
54402974,Y,N,"       (2023 VT2)",,APO,26.13,,,,,0.3240,1.404,0.949,23.78,1.66,0.025,1.86,2023-11-06
54402973,Y,N,"       (2023 VU2)",,APO,28.37,,,,,0.4271,1.716,0.983,0.72,2.25,0.00279,2.45,2023-11-06
54402976,Y,N,"       (2023 VV2)",,AMO,23.43,,,,,0.4634,1.9,1.020,7.37,2.62,0.0272,2.78,2023-11-04
54402975,Y,N,"       (2023 VW2)",,APO,24.34,,,,,0.5301,1.936,0.910,8.29,2.69,0.0256,2.96,2023-11-05
54402977,Y,N,"       (2023 VX2)",,AMO,25.46,,,,,0.3649,1.626,1.032,3.43,2.07,0.062,2.22,2023-11-05
54402979,Y,N,"       (2023 VY2)",,APO,26.86,,,,,0.2494,1.299,0.975,4.86,1.48,0.0383,1.62,2023-11-06
54402980,Y,N,"       (2023 VZ2)",,ATE,26.89,,,,,0.1811,0.9421,0.772,19.92,0.914,0.0138,1.11,2023-11-07
54402981,Y,Y,"       (2023 VA3)",,APO,21.68,,,,,0.2035,1.224,0.975,23.93,1.35,0.0106,1.47,2023-11-04
54402982,Y,N,"       (2023 VB3)",,APO,25.25,,,,,0.5932,2.117,0.861,8.65,3.08,0.0368,3.37,2023-11-06
54402983,Y,N,"       (2023 VC3)",,APO,25.95,,,,,0.6055,1.763,0.695,1.73,2.34,0.00712,2.83,2023-11-05
54402984,Y,N,"       (2023 VD3)",,APO,27.09,,,,,0.5586,1.364,0.602,11.79,1.59,0.000646,2.13,2023-11-07
54402985,Y,N,"       (2023 VE3)",,APO,26.95,,,,,0.4340,1.666,0.943,11.43,2.15,0.00253,2.39,2023-11-07
54402986,Y,N,"       (2023 VF3)",,ATE,26.38,,,,,0.3438,0.8262,0.542,5.63,0.751,0.0216,1.11,2023-11-06
54402987,Y,N,"       (2023 VG3)",,APO,22.74,,,,,0.4023,1.414,0.845,15.35,1.68,0.0441,1.98,2023-11-05
54402988,Y,N,"       (2023 VH3)",,AMO,21.50,,,,,0.3564,1.736,1.117,12.00,2.29,0.18,2.35,2023-11-05
54402989,Y,N,"       (2023 VJ3)",,AMO,21.52,,,,,0.5996,3.199,1.281,26.79,5.72,0.313,5.12,2023-10-21
54402991,Y,N,"       (2023 VK3)",,ATE,28.20,,,,,0.1863,0.8549,0.696,2.88,0.791,0.0175,1.01,2023-11-05
54402990,Y,N,"       (2023 VL3)",,ATE,21.73,,,,,0.2088,0.8817,0.698,15.31,0.828,0.111,1.07,2023-11-02
54403393,Y,N,"       (2023 VM3)",,APO,26.84,,,,,0.4282,1.683,0.962,16.23,2.18,0.0206,2.40,2023-11-07
54403394,Y,N,"       (2023 VN3)",,APO,24.88,,,,,0.2127,1.213,0.955,4.67,1.34,0.00151,1.47,2023-11-04
54403397,Y,N,"       (2023 VP3)",,ATE,29.49,,,,,0.2899,0.7896,0.561,1.99,0.702,0.000662,1.02,2023-11-08
54403399,Y,N,"       (2023 VQ3)",,AMO,24.43,,,,,0.6200,2.699,1.026,3.60,4.43,0.0353,4.37,2023-11-07
54403398,Y,N,"       (2023 VR3)",,APO,26.50,,,,,0.6144,2.602,1.003,1.22,4.2,0.0147,4.20,2023-11-08
54403400,Y,Y,"       (2023 VS3)",,APO,20.94,,,,,0.4874,1.915,0.982,24.21,2.65,0.00188,2.85,2023-11-07
54403791,Y,N,"       (2023 VT3)",,ATE,26.31,,,,,0.3565,0.7533,0.485,8.21,0.654,0.0273,1.02,2023-11-04
54403792,Y,N,"       (2023 VU3)",,AMO,21.05,,,,,0.6296,2.854,1.057,5.46,4.82,0.115,4.65,2023-11-05
54403793,Y,N,"       (2023 VV3)",,APO,22.08,,,,,0.6394,2.815,1.015,1.76,4.72,0.0315,4.61,2023-11-05
54403794,Y,N,"       (2023 VW3)",,AMO,25.29,,,,,0.1422,1.237,1.061,10.26,1.38,0.082,1.41,2023-11-07
54403796,Y,N,"       (2023 VX3)",,APO,27.93,,,,,0.2724,1.392,1.013,1.10,1.64,0.0169,1.77,2023-11-07
54403795,Y,N,"       (2023 VY3)",,APO,27.62,,,,,0.5455,1.486,0.676,9.89,1.81,0.00451,2.30,2023-11-07
54403797,Y,N,"       (2023 VZ3)",,APO,26.54,,,,,0.2801,1.19,0.857,23.09,1.3,0.0245,1.52,2023-11-07
54403798,Y,N,"       (2023 VA4)",,AMO,25.30,,,,,0.5635,2.382,1.040,4.22,3.68,0.0471,3.72,2023-11-07
54403799,Y,N,"       (2023 VB4)",,AMO,23.69,,,,,0.5987,3.059,1.228,13.52,5.35,0.24,4.89,2023-11-07
54403800,Y,N,"       (2023 VC4)",,APO,27.01,,,,,0.4756,1.766,0.926,2.31,2.35,0.00154,2.61,2023-11-09
54403801,Y,N,"       (2023 VD4)",,APO,28.19,,,,,0.4599,1.191,0.643,13.75,1.3,0.000638,1.74,2023-11-08
54403802,Y,N,"       (2023 VE4)",,APO,24.87,,,,,0.5599,1.88,0.828,0.98,2.58,0.00318,2.93,2023-11-07
54403803,Y,N,"       (2023 VF4)",,APO,25.82,,,,,0.4463,1.443,0.799,2.25,1.73,0.00182,2.09,2023-11-08
54403804,Y,N,"       (2023 VJ4)",,AMO,26.18,,,,,0.3694,1.666,1.050,10.91,2.15,0.0702,2.28,2023-11-05
54403805,Y,N,"       (2023 VK4)",,APO,25.83,,,,,0.4826,1.648,0.853,4.97,2.12,0.0193,2.44,2023-11-04
54403806,Y,N,"       (2023 VP4)",,APO,28.49,,,,,0.1691,1.022,0.849,6.05,1.03,0.00757,1.19,2023-11-09
54403807,Y,N,"       (2023 VQ4)",,APO,23.80,,,,,0.3183,1.398,0.953,5.97,1.65,0.0135,1.84,2023-11-08
54403808,Y,N,"       (2023 VR4)",,ATE,22.98,,,,,0.2121,0.8674,0.683,18.95,0.808,0.0444,1.05,2023-11-08
54403809,Y,N,"       (2023 VS4)",,ATE,28.58,,,,,0.3465,0.9082,0.594,4.36,0.865,0.00409,1.22,2023-11-08
54403810,Y,N,"       (2023 VT4)",,AMO,24.70,,,,,0.3636,1.612,1.026,26.00,2.05,0.0857,2.20,2023-11-08
54403811,Y,N,"       (2023 VU4)",,AMO,26.49,,,,,0.4155,1.744,1.019,2.66,2.3,0.0312,2.47,2023-11-04
54403812,Y,N,"       (2023 VV4)",,AMO,22.31,,,,,0.1863,1.29,1.050,27.58,1.47,0.127,1.53,2023-10-29
54403814,Y,N,"       (2023 VW4)",,AMO,22.04,,,,,0.3690,1.753,1.106,39.84,2.32,0.164,2.40,2023-10-20
54403813,Y,N,"       (2023 VX4)",,APO,27.55,,,,,0.3023,1.442,1.006,2.05,1.73,0.0176,1.88,2023-11-04
54403817,Y,N,"       (2023 VY4)",,APO,27.32,,,,,0.5787,1.616,0.681,1.33,2.05,0.00272,2.55,2023-11-09
54403816,Y,N,"       (2023 VZ4)",,APO,24.71,,,,,0.7634,2.563,0.606,7.32,4.1,0.00161,4.52,2023-11-08
54403815,Y,N,"       (2023 VA5)",,AMO,24.20,,,,,0.6123,2.822,1.094,12.43,4.74,0.104,4.55,2023-10-19
54403818,Y,N,"       (2023 VB5)",,APO,23.35,,,,,0.2227,1.285,0.999,16.11,1.46,0.159,1.57,2023-11-08
54403819,Y,N,"       (2023 VC5)",,AMO,23.86,,,,,0.4816,2.325,1.205,4.92,3.55,0.228,3.45,2023-11-08
54403820,Y,N,"       (2023 VD5)",,APO,24.62,,,,,0.4936,1.434,0.726,3.50,1.72,0.0286,2.14,2023-11-08
54403821,Y,N,"       (2023 VE5)",,APO,23.70,,,,,0.3632,1.041,0.663,28.72,1.06,0.107,1.42,2023-11-08
54403822,Y,N,"       (2023 VF5)",,ATE,24.34,,,,,0.4033,0.799,0.477,2.12,0.714,0.0296,1.12,2023-11-08
54403823,Y,N,"       (2023 VG5)",,APO,25.71,,,,,0.7586,2.076,0.501,3.99,2.99,0.0104,3.65,2023-11-08
54403824,Y,N,"       (2023 VH5)",,APO,25.16,,,,,0.3584,1.189,0.763,1.80,1.3,0.031,1.62,2023-11-08
54403825,Y,N,"       (2023 VJ5)",,APO,25.04,,,,,0.3887,1.598,0.977,10.04,2.02,0.0127,2.22,2023-11-08
54403826,Y,N,"       (2023 VK5)",,AMO,22.95,,,,,0.5436,2.635,1.202,14.62,4.28,0.217,4.07,2023-11-08
54404081,Y,N,"       (2023 VL5)",,APO,23.96,,,,,0.6493,2.758,0.967,4.05,4.58,0.039,4.55,2023-11-08
54404082,Y,N,"       (2023 VM5)",,APO,24.54,,,,,0.6093,2.592,1.013,3.47,4.17,0.0302,4.17,2023-11-08
54404084,Y,N,"       (2023 VN5)",,APO,27.84,,,,,0.6428,2.426,0.866,3.50,3.78,0.00126,3.98,2023-11-07
54404083,Y,Y,"       (2023 VO5)",,APO,21.37,,,,,0.5291,1.962,0.924,14.63,2.75,0.00212,3.00,2023-11-08
54404087,Y,N,"       (2023 VP5)",,ATE,28.20,,,,,0.1287,0.9013,0.785,1.16,0.856,0.00702,1.02,2023-11-09
54404086,Y,N,"       (2023 VQ5)",,ATE,27.72,,,,,0.3537,0.7383,0.477,5.65,0.634,0.00731,1.00,2023-11-09
54404085,Y,N,"       (2023 VR5)",,APO,27.69,,,,,0.1014,1.022,0.919,1.45,1.03,0.00528,1.13,2023-11-09
54404088,Y,N,"       (2023 VT5)",,AMO,23.26,,,,,0.3527,1.61,1.042,12.42,2.04,0.144,2.18,2023-11-04
54404089,Y,N,"       (2023 VU5)",,APO,21.69,,,,,0.2714,1.118,0.814,15.58,1.18,0.164,1.42,2023-10-26
54404090,Y,N,"       (2023 VV5)",,APO,22.27,,,,,0.7158,2.325,0.661,12.16,3.54,0.108,3.99,2023-10-21
54404091,Y,N,"       (2023 VW5)",,ATE,25.45,,,,,0.4168,0.8556,0.499,1.57,0.791,0.000405,1.21,2023-11-09
54404092,Y,N,"       (2023 VC6)",,AMO,20.93,,,,,0.4621,2.408,1.295,8.53,3.74,0.288,3.52,2008-09-24
54404094,Y,Y,"       (2023 VD6)",,APO,21.74,,,,,0.6820,2.423,0.771,2.01,3.77,0.00787,4.08,2023-10-16
54404093,Y,N,"       (2023 VE6)",,APO,27.16,,,,,0.5268,2.062,0.976,7.32,2.96,0.00266,3.15,2023-11-09
54404095,Y,N,"       (2023 VF6)",,ATE,27.16,,,,,0.1191,0.9201,0.810,8.91,0.883,0.0149,1.03,2023-11-10
54404096,Y,N,"       (2023 VG6)",,APO,27.24,,,,,0.3598,1.444,0.924,5.98,1.73,0.0286,1.96,2023-11-09
54404097,Y,N,"       (2023 VH6)",,APO,25.55,,,,,0.3944,1.584,0.959,5.08,1.99,0.00191,2.21,2023-11-02
54404098,Y,N,"       (2023 VJ6)",,AMO,21.65,,,,,0.6155,3.283,1.262,20.19,5.95,0.321,5.30,2023-11-08
54404099,Y,N,"       (2023 VK6)",,APO,26.91,,,,,0.4402,1.582,0.886,0.82,1.99,0.00249,2.28,2023-11-10
54404100,Y,N,"       (2023 VL6)",,APO,26.64,,,,,0.0993,1.121,1.010,9.30,1.19,0.0214,1.23,2023-11-10
54404101,Y,Y,"       (2023 VM6)",,APO,20.31,,,,,0.7674,2.428,0.565,1.83,3.78,0.0307,4.29,2023-11-09
54404102,Y,N,"       (2023 VN6)",,APO,23.53,,,,,0.5340,1.963,0.915,10.59,2.75,0.0196,3.01,2023-11-09
54404103,Y,N,"       (2023 VO6)",,ATE,28.11,,,,,0.0889,0.963,0.877,8.76,0.945,0.0139,1.05,2023-11-10
54404104,Y,N,"       (2023 VP6)",,AMO,25.95,,,,,0.1830,1.279,1.045,4.21,1.45,0.0678,1.51,2023-11-09
54404383,Y,N,"       (2023 VS6)",,APO,21.42,,,,,0.5046,1.656,0.820,9.92,2.13,0.148,2.49,2023-11-09
54404382,Y,N,"       (2023 VT6)",,AMO,21.73,,,,,0.2981,1.826,1.282,14.57,2.47,0.297,2.37,2023-11-09
54404385,Y,N,"       (2023 VX6)",,AMO,19.18,,,,,0.4232,1.856,1.071,30.63,2.53,0.347,2.64,2023-11-07
54404384,Y,N,"       (2023 VY6)",,AMO,19.79,,,,,0.6401,3.374,1.214,8.55,6.2,0.266,5.53,2023-10-12
54404386,Y,N,"       (2023 VZ6)",,AMO,23.71,,,,,0.5085,2.352,1.156,3.12,3.61,0.175,3.55,2023-11-04
54404387,Y,N,"       (2023 VA7)",,ATE,27.16,,,,,0.2943,0.8012,0.565,3.83,0.717,0.00257,1.04,2023-11-11
54404388,Y,Y,"       (2023 VB7)",,APO,20.87,,,,,0.7176,2.505,0.708,1.07,3.97,0.0046,4.30,2023-11-09
54404389,Y,N,"       (2023 VC7)",,APO,25.86,,,,,0.3030,1.011,0.704,0.90,1.02,0.00075,1.32,2023-11-10
54404390,Y,N,"       (2023 VD7)",,APO,24.39,,,,,0.4785,1.305,0.681,5.25,1.49,0.0246,1.93,2023-11-09
54404391,Y,N,"       (2023 VE7)",,APO,24.72,,,,,0.6873,1.985,0.621,8.68,2.8,0.0133,3.35,2023-11-10
54404392,Y,N,"       (2023 VG7)",,APO,28.08,,,,,0.5347,2.013,0.937,5.98,2.86,0.00582,3.09,2023-11-11
54404393,Y,N,"       (2023 VH7)",,ATE,25.73,,,,,0.0817,0.9607,0.882,13.72,0.942,0.0471,1.04,2023-11-10
54404394,Y,N,"       (2023 VJ7)",,AMO,22.87,,,,,0.5256,2.229,1.058,8.81,3.33,0.16,3.40,2023-11-10
