 10585 Wabi-Sabi        15.60  0.15 0.010   10.2
 10586 1996 KY4         14.10  0.15 0.010   20.4
 10587 1996 NF3         13.20  0.15 0.010   30.9
 10588 Adamcrandall     16.00  0.15 0.010    8.5
 10589 1996 OM2         14.30  0.15 0.010   18.6
 10590 1996 OP2         14.20  0.15 0.010   19.5
 10591 Caverni          14.10  0.15 0.010   20.4
 10592 1996 PN5         14.40  0.15 0.010   17.8
 10593 1996 QQ1         13.40  0.15 0.010   28.2
 10594 1996 RE4         12.70  0.15 0.010   38.9
 10595 1996 SS6         13.20  0.15 0.010   30.9
 10596 1996 TS          13.70  0.15 0.010   24.5
 10597 1996 TR10        13.40  0.15 0.010   28.2
 10598 Markrees         14.40  0.15 0.010   17.8
 10599 1996 TK15        13.80  0.15 0.010   23.4
 10600 1996 TK48        13.90  0.15 0.010   22.4
 10601 Hiwatashi        13.30  0.15 0.010   29.5
 10602 1996 UG3         12.80  0.15 0.010   37.1
 10603 1996 UF4         13.70  0.15 0.010   24.5
 10604 Susanoo          12.80  0.15 0.010   37.1
 10605 Guidoni          13.30  0.15 0.010   29.5
 10606 1996 VD1         13.20  0.15 0.010   30.9
 10607 Amandahatton     13.20  0.15 0.010   30.9
 10608 1996 VB9         11.90  0.15 0.010   56.2
 10609 Hirai            15.00  0.15 0.010   13.5
 10610 1996 XR1         12.10  0.15 0.010   51.2
 10611 1997 BB1         11.70  0.15 0.010   61.6
 10612 1997 JR17        13.40  0.15 0.010   28.2
 10613 Kushinadahime    14.50  0.15 0.010   17.0
 10614 1997 UH1         14.00  0.15 0.010   21.4
 10615 1997 UK3         14.70  0.15 0.010   15.5
 10616 1997 UW8         15.00  0.15 0.010   13.5
 10617 Takumi           13.40  0.15 0.010   28.2
 10618 1997 VU3         14.60  0.15 0.010   16.2
 10619 Ninigi           14.30  0.15 0.010   18.6
 10620 1997 WQ34        14.00  0.15 0.010   21.4
 10621 1997 XN          13.40  0.15 0.010   28.2
 10622 1997 XA12        14.80  0.15 0.010   14.8
 10623 1997 YP7         12.50  0.15 0.010   42.6
 10624 1997 YR13        12.80  0.15 0.010   37.1
 10625 1998 AC8         13.10  0.15 0.010   32.3
 10626 Zajic            14.60  0.15 0.010   16.2
 10627 Ookuninushi      12.80  0.15 0.010   37.1
 10628 1998 BD5         13.20  0.15 0.010   30.9
 10629 1998 BK11        13.50  0.15 0.010   26.9
 10630 1998 BV12        12.90  0.15 0.010   35.4
 10631 1998 BM15        13.10  0.15 0.010   32.3
 10632 1998 CV1         12.20  0.15 0.010   48.9
 10633 Akimasa          14.20  0.15 0.010   19.5
 10634 Pepibican        13.80  0.15 0.010   23.4
 10635 1998 QH8         13.60  0.15 0.010   25.7
 10636 1998 QK56        17.50  0.15 0.010    4.3
 10637 Heimlich         12.60  0.15 0.010   40.7
 10638 McGlothlin       13.20  0.15 0.010   30.9
 10639 Gleason          14.10  0.15 0.010   20.4
 10640 1998 WU19        14.00  0.15 0.010   21.4
 10641 1998 XS52        13.40  0.15 0.010   28.2
 10642 Charmaine        13.20  0.15 0.010   30.9
 10643 1999 CE78        13.80  0.15 0.010   23.4
 10644 1999 DM2         12.40  0.15 0.010   44.6
 10645 1999 ES4         12.50  0.15 0.010   42.6
 10646 2077 P-L         13.80  0.15 0.010   23.4
 10647 3074 P-L         12.80  0.15 0.010   37.1
 10648 4089 P-L         13.80  0.15 0.010   23.4
 10649 4098 P-L         14.30  0.15 0.010   18.6
 10650 4110 P-L         15.20  0.15 0.010   12.3
 10651 4522 P-L         14.30  0.15 0.010   18.6
 10652 4599 P-L         14.60  0.15 0.010   16.2
 10653 6030 P-L         12.50  0.15 0.010   42.6
 10654 6673 P-L         12.40  0.15 0.010   44.6
 10655 9535 P-L         14.30  0.15 0.010   18.6
 10656 2213 T-1         12.70  0.15 0.010   38.9
 10657 2251 T-1         14.50  0.15 0.010   17.0
 10658 2281 T-1         13.60  0.15 0.010   25.7
 10659 3266 T-1         14.20  0.15 0.010   19.5
 10660 4348 T-1         13.80  0.15 0.010   23.4
 10661 1211 T-2         15.20  0.15 0.010   12.3
 10662 3201 T-2         13.70  0.15 0.010   24.5
 10663 4283 T-2         13.60  0.15 0.010   25.7
 10664 Phemios          11.10  0.15 0.010   81.2
 10665 3019 T-3         13.30  0.15 0.010   29.5
 10666 4171 T-3         14.20  0.15 0.010   19.5
 10667 1975 UA          15.60  0.15 0.010   10.2
 10668 1976 UB1         13.20  0.15 0.010   30.9
 10669 1977 FN          13.30  0.15 0.010   29.5
 10670 1977 PP1         13.40  0.15 0.010   28.2
 10671 1977 RR6         13.80  0.15 0.010   23.4
 10672 1978 QE          11.70  0.15 0.010   61.6
 10673 1978 VU5         14.80  0.15 0.010   14.8
 10674 1978 VT10        14.90  0.15 0.010   14.1
 10675 1978 VE15        14.40  0.15 0.010   17.8
 10676 Jamesmcdanell    14.40  0.15 0.010   17.8
 10677 1979 MN3         14.50  0.15 0.010   17.0
 10678 1979 MG6         14.90  0.15 0.010   14.1
 10679 1979 MH6         14.00  0.15 0.010   21.4
 10680 1979 ME8         15.00  0.15 0.010   13.5
 10681 Khture           13.20  0.15 0.010   30.9
 10682 1980 KK          14.70  0.15 0.010   15.5
 10683 Carter           14.80  0.15 0.010   14.8
 10684 1980 RV2         14.50  0.15 0.010   17.0
 10685 1980 VO          13.50  0.15 0.010   26.9
 10686 1980 VX2         13.30  0.15 0.010   29.5
 10687 1980 XX          14.80  0.15 0.010   14.8
 10688 1981 DK          12.80  0.15 0.010   37.1
 10689 1981 DZ1         13.10  0.15 0.010   32.3
 10690 1981 DO3         13.30  0.15 0.010   29.5
 10691 1981 EJ19        14.00  0.15 0.010   21.4
 10692 1981 EK19        15.00  0.15 0.010   13.5
 10693 1981 ES20        14.40  0.15 0.010   17.8
 10694 1981 EH21        12.50  0.15 0.010   42.6
 10695 1981 ER21        13.30  0.15 0.010   29.5
 10696 1981 EO24        14.30  0.15 0.010   18.6
 10697 1981 EO40        14.00  0.15 0.010   21.4
 10698 1981 EJ43        15.30  0.15 0.010   11.7
 10699 1981 ES43        14.20  0.15 0.010   19.5
 10700 1981 ET47        14.10  0.15 0.010   20.4
 10701 1981 PF          14.20  0.15 0.010   19.5
 10702 1981 QD          14.30  0.15 0.010   18.6
 10703 1981 QU3         14.40  0.15 0.010   17.8
 10704 1981 RQ1         13.40  0.15 0.010   28.2
 10705 1981 SL          14.40  0.15 0.010   17.8
 10706 1981 SE2         14.10  0.15 0.010   20.4
 10707 1981 UV23        13.40  0.15 0.010   28.2
 10708 1981 UE26        12.60  0.15 0.010   40.7
 10709 1982 BE1         13.20  0.15 0.010   30.9
 10710 1982 JE1         14.10  0.15 0.010   20.4
 10711 1982 TT2         12.50  0.15 0.010   42.6
 10712 Malashchuk       14.20  0.15 0.010   19.5
 10713 Limorenko        13.20  0.15 0.010   30.9
 10714 1983 QG          13.20  0.15 0.010   30.9
 10715 Nagler           13.10  0.15 0.010   32.3
 10716 1983 WQ          13.10  0.15 0.010   32.3
 10717 1983 XC          14.40  0.15 0.010   17.8
 10718 1985 QM5         13.50  0.15 0.010   26.9
 10719 1985 TW          14.20  0.15 0.010   19.5
 10720 Danzl            14.00  0.15 0.010   21.4
 10721 Tuterov          14.10  0.15 0.010   20.4
 10722 Monari           13.80  0.15 0.010   23.4
 10723 1986 TH          14.60  0.15 0.010   16.2
 10724 1986 VR5         13.90  0.15 0.010   22.4
 10725 Sukunabikona     14.10  0.15 0.010   20.4
 10726 1987 BS2         14.50  0.15 0.010   17.0
 10727 Akitsushima      12.40  0.15 0.010   44.6
 10728 1987 RT5         15.00  0.15 0.010   13.5
 10729 1987 RU5         13.70  0.15 0.010   24.5
 10730 1987 SU          13.80  0.15 0.010   23.4
 10731 1988 BL3         13.50  0.15 0.010   26.9
 10732 1988 BM3         14.40  0.15 0.010   17.8
 10733 Georgesand       13.60  0.15 0.010   25.7
 10734 Wieck            12.80  0.15 0.010   37.1
 10735 1988 CF6         13.60  0.15 0.010   25.7
 10736 1988 DD3         13.80  0.15 0.010   23.4
 10737 1988 DZ4         15.20  0.15 0.010   12.3
 10738 1988 FW2         14.10  0.15 0.010   20.4
 10739 1988 JB1         14.50  0.15 0.010   17.0
 10740 Fallersleben     13.50  0.15 0.010   26.9
 10741 1988 SF3         13.30  0.15 0.010   29.5
 10742 1988 VK2         13.50  0.15 0.010   26.9
 10743 1988 VS2         13.30  0.15 0.010   29.5
 10744 1988 XO          13.10  0.15 0.010   32.3
 10745 Arnstadt         14.00  0.15 0.010   21.4
 10746 Muhlhausen       13.30  0.15 0.010   29.5
 10747 Kothen           14.70  0.15 0.010   15.5
 10748 1989 CE8         13.00  0.15 0.010   33.8
 10749 Musaus           15.10  0.15 0.010   12.9
 10750 1989 PT          14.30  0.15 0.010   18.6
 10751 1989 UV1         13.40  0.15 0.010   28.2
 10752 1989 WJ1         13.80  0.15 0.010   23.4
 10753 van der Velde    13.90  0.15 0.010   22.4
 10754 1990 QV5         14.50  0.15 0.010   17.0
 10755 1990 RO6         13.70  0.15 0.010   24.5
 10756 1990 SJ2         14.20  0.15 0.010   19.5
 10757 1990 SF3         13.70  0.15 0.010   24.5
 10758 1990 SM7         15.00  0.15 0.010   13.5
 10759 1990 SX16        12.80  0.15 0.010   37.1
 10760 1990 TJ3         14.20  0.15 0.010   19.5
 10761 Lyubimets        14.10  0.15 0.010   20.4
 10762 1990 TC4         13.20  0.15 0.010   30.9
 10763 Hlawka           12.80  0.15 0.010   37.1
 10764 Rubezahl         12.90  0.15 0.010   35.4
 10765 1990 UZ          11.70  0.15 0.010   61.6
 10766 1990 UB1         12.00  0.15 0.010   53.6
 10767 1990 UF1         13.70  0.15 0.010   24.5
 10768 Sarutahiko       14.90  0.15 0.010   14.1
 10769 Minas Gerais     12.70  0.15 0.010   38.9
 10770 Belo Horizonte   13.40  0.15 0.010   28.2
 10771 Ouro Preto       13.00  0.15 0.010   33.8
 10772 1990 YM          12.70  0.15 0.010   38.9
 10773 1991 AK2         13.50  0.15 0.010   26.9
 10774 Eisenach         14.60  0.15 0.010   16.2
 10775 Leipzig          14.60  0.15 0.010   16.2
 10776 1991 CP1         14.20  0.15 0.010   19.5
 10777 1991 EB5         14.50  0.15 0.010   17.0
 10778 Marcks           14.60  0.15 0.010   16.2
 10779 1991 LW          13.60  0.15 0.010   25.7
 10780 Apollinaire      14.80  0.15 0.010   14.8
 10781 Ritter           13.90  0.15 0.010   22.4
 10782 Hittmair         15.30  0.15 0.010   11.7
 10783 1991 RB9         13.90  0.15 0.010   22.4
 10784 Noailles         13.40  0.15 0.010   28.2
 10785 Dejaiffe         13.50  0.15 0.010   26.9
 10786 Robertmayer      15.40  0.15 0.010   11.2
 10787 Ottoburkard      14.00  0.15 0.010   21.4
 10788 1991 UC          13.00  0.15 0.010   33.8
 10789 Mikeread         13.80  0.15 0.010   23.4
 10790 1991 XS          13.10  0.15 0.010   32.3
 10791 1992 CS          12.70  0.15 0.010   38.9
 10792 Ecuador          12.70  0.15 0.010   38.9
 10793 Quito            12.60  0.15 0.010   40.7
 10794 1992 DW5         13.10  0.15 0.010   32.3
 10795 1992 EB5         12.00  0.15 0.010   53.6
 10796 1992 EB8         15.00  0.15 0.010   13.5
 10797 Guatemala        15.00  0.15 0.010   13.5
 10798 1992 LK          14.30  0.15 0.010   18.6
 10799 Yucatan          13.90  0.15 0.010   22.4
 10800 1992 OM8         14.60  0.15 0.010   16.2
 10801 Luneburg         14.40  0.15 0.010   17.8
 10802 1992 UL6         13.60  0.15 0.010   25.7
 10803 1992 UK9         14.00  0.15 0.010   21.4
 10804 Amenouzume       13.30  0.15 0.010   29.5
 10805 1992 WG5         12.90  0.15 0.010   35.4
 10806 Mexico           13.10  0.15 0.010   32.3
 10807 Uggarde          13.20  0.15 0.010   30.9
 10808 Digerrojr        13.00  0.15 0.010   33.8
 10809 Majsterrojr      12.60  0.15 0.010   40.7
 10810 Lejsturojr       13.00  0.15 0.010   33.8
 10811 1993 FM19        12.60  0.15 0.010   40.7
 10812 1993 FZ25        13.30  0.15 0.010   29.5
 10813 1993 FE31        12.00  0.15 0.010   53.6
 10814 1993 FW31        12.10  0.15 0.010   51.2
 10815 1993 FU32        14.50  0.15 0.010   17.0
 10816 1993 FZ35        13.40  0.15 0.010   28.2
 10817 1993 FR44        12.30  0.15 0.010   46.7
 10818 1993 FK81        13.10  0.15 0.010   32.3
 10819 Mahakala         13.60  0.15 0.010   25.7
 10820 Offenbach        14.40  0.15 0.010   17.8
 10821 1993 SZ          14.30  0.15 0.010   18.6
 10822 1993 SK1         13.70  0.15 0.010   24.5
 10823 1993 SM1         14.50  0.15 0.010   17.0
 10824 1993 SW3         14.30  0.15 0.010   18.6
 10825 Augusthermann    14.30  0.15 0.010   18.6
 10826 1993 SK16        13.20  0.15 0.010   30.9
 10827 1993 TC3         14.80  0.15 0.010   14.8
 10828 1993 TE5         14.40  0.15 0.010   17.8
 10829 1993 UU          14.00  0.15 0.010   21.4
 10830 1993 UT6         13.70  0.15 0.010   24.5
 10831 Takamagahara     15.00  0.15 0.010   13.5
 10832 1993 VN2         15.00  0.15 0.010   13.5
 10833 1993 VJ4         14.90  0.15 0.010   14.1
 10834 1993 VU5         14.10  0.15 0.010   20.4
 10835 Frobel           15.00  0.15 0.010   13.5
 10836 1994 CS2         13.00  0.15 0.010   33.8
 10837 1994 EJ1         12.40  0.15 0.010   44.6
 10838 Lebon            13.80  0.15 0.010   23.4
 10839 Hufeland         14.30  0.15 0.010   18.6
 10840 1994 LR          12.20  0.15 0.010   48.9
 10841 1994 PP1         15.20  0.15 0.010   12.3
 10842 1994 UY1         15.40  0.15 0.010   11.2
 10843 1994 YF2         14.10  0.15 0.010   20.4
 10844 1995 AG          14.30  0.15 0.010   18.6
 10845 1995 AA1         14.60  0.15 0.010   16.2
 10846 1995 AW2         14.00  0.15 0.010   21.4
 10847 Koch             12.80  0.15 0.010   37.1
 10848 1995 BD1         14.50  0.15 0.010   17.0
 10849 1995 BO1         13.90  0.15 0.010   22.4
 10850 Denso            15.70  0.15 0.010    9.8
 10851 1995 CE          14.20  0.15 0.010   19.5
 10852 1995 CK          14.30  0.15 0.010   18.6
 10853 1995 CW          14.60  0.15 0.010   16.2
 10854 1995 DO1         14.20  0.15 0.010   19.5
 10855 1995 DR1         13.90  0.15 0.010   22.4
 10856 Bechstein        12.70  0.15 0.010   38.9
 10857 Bluthner         14.40  0.15 0.010   17.8
 10858 1995 FT          14.50  0.15 0.010   17.0
 10859 1995 GJ7         13.00  0.15 0.010   33.8
 10860 1995 LE          17.30  0.15 0.010    4.7
 10861 1995 MG1         13.50  0.15 0.010   26.9
 10862 1995 QE2         13.60  0.15 0.010   25.7
 10863 1995 QJ3         13.70  0.15 0.010   24.5
 10864 Yamagatashi      11.80  0.15 0.010   58.8
 10865 Thelmaruby       12.90  0.15 0.010   35.4
 10866 Peru             14.40  0.15 0.010   17.8
 10867 Lima             14.10  0.15 0.010   20.4
 10868 1996 RF5         14.30  0.15 0.010   18.6
 10869 1996 SJ4         14.60  0.15 0.010   16.2
 10870 Gwendolen        15.20  0.15 0.010   12.3
 10871 1996 TG7         14.30  0.15 0.010   18.6
 10872 Vaculik          15.20  0.15 0.010   12.3
 10873 1996 TF11        14.30  0.15 0.010   18.6
 10874 Locatelli        15.20  0.15 0.010   12.3
 10875 Veracini         14.50  0.15 0.010   17.0
 10876 1996 UB          13.30  0.15 0.010   29.5
 10877 1996 UR          13.40  0.15 0.010   28.2
 10878 Moriyama         13.80  0.15 0.010   23.4
 10879 1996 VM3         13.30  0.15 0.010   29.5
 10880 1996 VN4         13.80  0.15 0.010   23.4
 10881 1996 VA5         13.80  0.15 0.010   23.4
 10882 1996 VG5         13.20  0.15 0.010   30.9
 10883 1996 VU5         13.20  0.15 0.010   30.9
 10884 1996 VD9         13.30  0.15 0.010   29.5
 10885 1996 VE9         12.00  0.15 0.010   53.6
 10886 1996 VR30        12.40  0.15 0.010   44.6
 10887 1996 XU25        13.50  0.15 0.010   26.9
 10888 Yamatano-orochi  12.60  0.15 0.010   40.7
 10889 1997 AO1         11.50  0.15 0.010   67.5
 10890 1997 AY2         12.50  0.15 0.010   42.6
 10891 1997 QR3         15.90  0.15 0.010    8.9
 10892 1997 SX2         14.70  0.15 0.010   15.5
 10893 1997 SB10        13.60  0.15 0.010   25.7
 10894 Nakai            13.40  0.15 0.010   28.2
 10895 Aynrand          13.60  0.15 0.010   25.7
 10896 1997 UZ14        14.60  0.15 0.010   16.2
 10897 1997 VW3         13.20  0.15 0.010   30.9
 10898 1997 WJ2         14.50  0.15 0.010   17.0
 10899 1997 WN13        14.90  0.15 0.010   14.1
 10900 1997 WF21        14.30  0.15 0.010   18.6
 10901 1997 WS21        15.10  0.15 0.010   12.9
 10902 1997 WB22        13.30  0.15 0.010   29.5
 10903 1997 WA30        13.60  0.15 0.010   25.7
 10904 1997 WR31        14.50  0.15 0.010   17.0
 10905 1997 WB38        14.50  0.15 0.010   17.0
 10906 1997 WO44        14.10  0.15 0.010   20.4
 10907 Savalle          14.10  0.15 0.010   20.4
 10908 1997 XH9         13.20  0.15 0.010   30.9
 10909 1997 XB10        13.50  0.15 0.010   26.9
 10910 1997 YX          14.20  0.15 0.010   19.5
 10911 1997 YC1         14.10  0.15 0.010   20.4
 10912 1997 YW5         13.20  0.15 0.010   30.9
 10913 1997 YE14        13.10  0.15 0.010   32.3
 10914 Tucker           14.00  0.15 0.010   21.4
 10915 1997 YU16        14.20  0.15 0.010   19.5
 10916 1997 YB17        13.10  0.15 0.010   32.3
 10917 1998 AN          12.90  0.15 0.010   35.4
 10918 Kodaly           13.70  0.15 0.010   24.5
 10919 1998 AQ8         13.80  0.15 0.010   23.4
 10920 1998 BC1         12.50  0.15 0.010   42.6
 10921 Romanozen        14.60  0.15 0.010   16.2
 10922 1998 BG2         13.70  0.15 0.010   24.5
 10923 1998 BM12        13.50  0.15 0.010   26.9
 10924 Mariagriffin     12.70  0.15 0.010   38.9
 10925 Ventoux          13.90  0.15 0.010   22.4
 10926 1998 BF41        13.50  0.15 0.010   26.9
 10927 Vaucluse         13.60  0.15 0.010   25.7
 10928 Caprara          13.30  0.15 0.010   29.5
 10929 1998 CF1         13.20  0.15 0.010   30.9
 10930 Jinyong          12.90  0.15 0.010   35.4
 10931 Ceccano          13.40  0.15 0.010   28.2
 10932 Rebentrost       13.70  0.15 0.010   24.5
 10933 1998 DC24        13.30  0.15 0.010   29.5
 10934 Pauldelvaux      12.90  0.15 0.010   35.4
 10935 1998 EC          12.90  0.15 0.010   35.4
 10936 1998 FN11        12.60  0.15 0.010   40.7
 10937 Ferris           12.70  0.15 0.010   38.9
 10938 Lorenzalevy      11.80  0.15 0.010   58.8
 10939 1999 CJ19        13.90  0.15 0.010   22.4
 10940 1999 CE52        13.60  0.15 0.010   25.7
 10941 1999 CD79        13.80  0.15 0.010   23.4
 10942 1999 CN83        14.00  0.15 0.010   21.4
 10943 Brunier          15.40  0.15 0.010   11.2
 10944 1999 FJ26        13.10  0.15 0.010   32.3
 10945 1999 GS9         12.80  0.15 0.010   37.1
 10946 1999 HR2         13.00  0.15 0.010   33.8
 10947 2061 P-L         14.80  0.15 0.010   14.8
 10948 2207 P-L         14.30  0.15 0.010   18.6
 10949 3066 P-L         13.50  0.15 0.010   26.9
 10950 4049 P-L         13.50  0.15 0.010   26.9
 10951 4050 P-L         13.60  0.15 0.010   25.7
 10952 4152 P-L         13.30  0.15 0.010   29.5
 10953 4276 P-L         15.50  0.15 0.010   10.7
 10954 4545 P-L         13.60  0.15 0.010   25.7
 10955 5011 P-L         14.20  0.15 0.010   19.5
 10956 5023 P-L         15.90  0.15 0.010    8.9
 10957 6068 P-L         14.00  0.15 0.010   21.4
 10958 6188 P-L         15.30  0.15 0.010   11.7
 10959 6579 P-L         14.20  0.15 0.010   19.5
 10960 6580 P-L         14.60  0.15 0.010   16.2
 10961 6809 P-L         16.50  0.15 0.010    6.8
 10962 9530 P-L         13.80  0.15 0.010   23.4
 10963 2088 T-1         13.70  0.15 0.010   24.5
 10964 3216 T-1         14.40  0.15 0.010   17.8
 10965 3297 T-1         13.70  0.15 0.010   24.5
 10966 3308 T-1         14.10  0.15 0.010   20.4
 10967 4349 T-1         13.30  0.15 0.010   29.5
 10968 4393 T-1         14.30  0.15 0.010   18.6
 10969 4827 T-1         13.30  0.15 0.010   29.5
 10970 1079 T-2         13.70  0.15 0.010   24.5
 10971 1179 T-2         15.00  0.15 0.010   13.5
 10972 1188 T-2         14.10  0.15 0.010   20.4
 10973 1210 T-2         14.10  0.15 0.010   20.4
 10974 2225 T-2         14.60  0.15 0.010   16.2
 10975 2246 T-2         14.40  0.15 0.010   17.8
 10976 2287 T-2         14.20  0.15 0.010   19.5
 10977 3177 T-2         15.40  0.15 0.010   11.2
 10978 4095 T-2         13.90  0.15 0.010   22.4
 10979 4171 T-2         15.10  0.15 0.010   12.9
 10980 4294 T-2         14.70  0.15 0.010   15.5
 10981 1148 T-3         13.60  0.15 0.010   25.7
 10982 2672 T-3         13.60  0.15 0.010   25.7
 10983 3196 T-3         15.00  0.15 0.010   13.5
 10984 3507 T-3         15.30  0.15 0.010   11.7
 10985 4017 T-3         14.30  0.15 0.010   18.6
 10986 4313 T-3         14.50  0.15 0.010   17.0
 10987 1967 US          13.40  0.15 0.010   28.2
 10988 1968 OL          14.30  0.15 0.010   18.6
 10989 Dolios           11.40  0.15 0.010   70.7
 10990 1973 SF6         14.50  0.15 0.010   17.0
 10991 1974 RY1         14.40  0.15 0.010   17.8
 10992 1974 SF          14.90  0.15 0.010   14.1
 10993 1975 XF          14.80  0.15 0.010   14.8
 10994 1978 EU9         13.20  0.15 0.010   30.9
 10995 1978 NS          14.20  0.15 0.010   19.5
 10996 1978 NX7         13.00  0.15 0.010   33.8
 10997 1978 RX7         13.70  0.15 0.010   24.5
 10998 1978 UN4         13.10  0.15 0.010   32.3
 10999 1978 VC6         14.00  0.15 0.010   21.4
 11000 1978 VE6         15.40  0.15 0.010   11.2
 11001 1979 MF          14.60  0.15 0.010   16.2
 11002 Richardlis       13.00  0.15 0.010   33.8
 11003 1979 TT2         13.50  0.15 0.010   26.9
 11004 1980 FJ1         12.20  0.15 0.010   48.9
 11005 1980 PP1         13.70  0.15 0.010   24.5
 11006 Gilson           13.90  0.15 0.010   22.4
 11007 1980 VA3         14.10  0.15 0.010   20.4
 11008 1981 EO7         13.40  0.15 0.010   28.2
 11009 1981 ET10        13.50  0.15 0.010   26.9
 11010 1981 ET24        14.60  0.15 0.010   16.2
 11011 1981 UK11        14.50  0.15 0.010   17.0
 11012 1982 JH2         14.60  0.15 0.010   16.2
 11013 1982 QP1         14.50  0.15 0.010   17.0
 11014 1982 QY1         12.90  0.15 0.010   35.4
 11015 1982 SJ7         13.60  0.15 0.010   25.7
 11016 1982 SG12        14.20  0.15 0.010   19.5
 11017 1983 BD          12.20  0.15 0.010   48.9
 11018 1983 CZ2         14.30  0.15 0.010   18.6
 11019 1984 HR          13.80  0.15 0.010   23.4
 11020 Orwell           12.40  0.15 0.010   44.6
 11021 1986 AT2         12.30  0.15 0.010   46.7
 11022 1986 EJ1         13.60  0.15 0.010   25.7
 11023 1986 QZ          14.20  0.15 0.010   19.5
 11024 1986 QC1         13.70  0.15 0.010   24.5
 11025 1986 QJ1         14.40  0.15 0.010   17.8
 11026 1986 RE1         14.60  0.15 0.010   16.2
 11027 1986 RX5         14.60  0.15 0.010   16.2
 11028 1987 UW          13.60  0.15 0.010   25.7
 11029 1988 GZ          12.70  0.15 0.010   38.9
 11030 1988 PK          14.90  0.15 0.010   14.1
 11031 1988 RC5         14.00  0.15 0.010   21.4
 11032 1988 RE5         14.70  0.15 0.010   15.5
 11033 1988 SH3         14.40  0.15 0.010   17.8
 11034 1988 TG          14.10  0.15 0.010   20.4
 11035 1988 VQ3         13.50  0.15 0.010   26.9
 11036 1989 AW5         14.00  0.15 0.010   21.4
 11037 Distler          13.60  0.15 0.010   25.7
 11038 1989 EE1         14.00  0.15 0.010   21.4
 11039 Raynal           13.50  0.15 0.010   26.9
 11040 Wundt            15.80  0.15 0.010    9.3
 11041 Fechner          15.20  0.15 0.010   12.3
 11042 Ernstweber       15.00  0.15 0.010   13.5
 11043 Pepping          14.00  0.15 0.010   21.4
 11044 1990 DV          13.30  0.15 0.010   29.5
 11045 1990 HH1         13.40  0.15 0.010   28.2
 11046 1990 OE4         13.90  0.15 0.010   22.4
 11047 1990 QL1         13.20  0.15 0.010   30.9
 11048 1990 QZ5         12.90  0.15 0.010   35.4
 11049 1990 RK2         14.80  0.15 0.010   14.8
 11050 Messiaen         13.60  0.15 0.010   25.7
 11051 Racine           13.30  0.15 0.010   29.5
 11052 1990 WM          12.60  0.15 0.010   40.7
 11053 1991 CQ6         12.60  0.15 0.010   40.7
 11054 1991 FA          17.20  0.15 0.010    4.9
 11055 Honduras         13.50  0.15 0.010   26.9
 11056 Volland          13.70  0.15 0.010   24.5
 11057 1991 NL          14.00  0.15 0.010   21.4
 11058 1991 PN10        14.10  0.15 0.010   20.4
 11059 1991 RS          13.50  0.15 0.010   26.9
 11060 1991 RA13        14.10  0.15 0.010   20.4
 11061 Lagerlof         13.90  0.15 0.010   22.4
 11062 1991 SN          12.40  0.15 0.010   44.6
 11063 Poynting         13.10  0.15 0.010   32.3
 11064 1991 WB          12.70  0.15 0.010   38.9
 11065 1991 XE2         12.60  0.15 0.010   40.7
 11066 Sigurd           15.20  0.15 0.010   12.3
 11067 Greenancy        13.30  0.15 0.010   29.5
 11068 1992 EA          14.70  0.15 0.010   15.5
 11069 1992 EV4         12.90  0.15 0.010   35.4
 11070 1992 EV9         13.60  0.15 0.010   25.7
 11071 1992 EU14        13.40  0.15 0.010   28.2
 11072 1992 GP          13.50  0.15 0.010   26.9
 11073 Cavell           14.90  0.15 0.010   14.1
 11074 1992 SC1         14.00  0.15 0.010   21.4
 11075 Donhoff          14.60  0.15 0.010   16.2
 11076 1992 UR          14.00  0.15 0.010   21.4
 11077 1992 WB2         13.40  0.15 0.010   28.2
 11078 1992 WH2         12.40  0.15 0.010   44.6
 11079 1993 AJ          12.80  0.15 0.010   37.1
 11080 1993 FO          13.40  0.15 0.010   28.2
 11081 1993 FA13        13.40  0.15 0.010   28.2
 11082 1993 JW          12.70  0.15 0.010   38.9
 11083 Caracas          14.30  0.15 0.010   18.6
 11084 1993 SG3         15.10  0.15 0.010   12.9
 11085 Isala            14.10  0.15 0.010   20.4
 11086 1993 TC1         13.80  0.15 0.010   23.4
 11087 1993 TK1         14.50  0.15 0.010   17.0
 11088 1993 UN          14.90  0.15 0.010   14.1
 11089 1994 CS8         10.30  0.15 0.010  117.4
 11090 Popelin          14.00  0.15 0.010   21.4
 11091 Thelonious       14.40  0.15 0.010   17.8
 11092 1994 ED          14.20  0.15 0.010   19.5
 11093 1994 HD          13.10  0.15 0.010   32.3
 11094 Cuba             13.50  0.15 0.010   26.9
 11095 Havana           13.40  0.15 0.010   28.2
 11096 1994 RU1         12.90  0.15 0.010   35.4
 11097 1994 UD1         13.40  0.15 0.010   28.2
 11098 Ginsberg         13.60  0.15 0.010   25.7
 11099 1995 HL          14.00  0.15 0.010   21.4
 11100 Lai              14.90  0.15 0.010   14.1
 11101 Ceskafilharmonie 14.00  0.15 0.010   21.4
 11102 Bertorighini     14.10  0.15 0.010   20.4
 11103 1995 SX19        13.10  0.15 0.010   32.3
 11104 1995 TQ          13.00  0.15 0.010   33.8
 11105 Puchnarova       14.30  0.15 0.010   18.6
 11106 1995 UK3         12.80  0.15 0.010   37.1
 11107 1995 UU4         12.60  0.15 0.010   40.7
 11108 1995 UJ6         13.20  0.15 0.010   30.9
